"Company","Product_Type","Production_Year","Greenhouse_Gas_Emissions","Pollutants_Emitted","Water_Consumption","Energy_Consumption","Waste_Generation","Sales_Revenue"
"Urban Outfitters","Nylon",2022,3517,10,7353,1374,266,472051
"Nike","Linen",2020,4094,23,5249,1095,151,497250
"Adidas","Viscose",2019,5532,12,5973,1438,290,486078
"Nike","Tencel",2018,4023,20,7279,847,309,467429
"Nike","Linen",2020,2367,16,5137,704,179,580006
"Adidas","Viscose",2019,5207,9,6831,1036,304,534023
"Adidas","Linen",2020,2324,15,5028,1085,213,555248
"Urban Outfitters","Viscose",2019,5256,20,5667,821,167,514408
"Urban Outfitters","Tencel",2021,2914,13,6872,945,165,541984
"Zara","Tencel",2021,3126,18,5221,1167,240,529673
"Adidas","Nylon",2018,2865,11,4858,1256,328,423758
"Nike","Synthetic_Blend",2020,5983,19,6103,1110,246,480724
"Nike","Microfiber",2020,4228,11,6141,729,192,584751
"Forever 21","Wool",2022,3241,19,4571,777,193,593741
"Urban Outfitters","Viscose",2022,4340,14,6198,1213,190,559621
"Adidas","Wool",2019,5570,11,7246,1451,343,463931
"Nike","Recycled_Poly",2021,5736,21,4557,1137,288,593906
"Nike","Recycled_Poly",2021,2979,25,5895,1456,246,427617
"Adidas","Recycled_Poly",2018,5943,24,5838,1274,207,490421
"Nike","Wool",2020,4816,24,4994,1050,258,465477
"Adidas","Wool",2019,5510,24,6639,1430,346,429581
"Urban Outfitters","Cotton",2018,2830,23,4903,1463,312,595425
"Zara","Synthetic_Blend",2020,3967,22,6045,1464,208,474323
"Adidas","Microfiber",2020,2060,24,5689,724,312,565531
"Adidas","Viscose",2022,2037,12,4988,1438,279,550757
"Zara","Microfiber",2019,3633,16,5457,1134,290,583723
"Zara","Organic_Cotton",2022,2420,10,6215,1389,154,450662
"Urban Outfitters","Polyester",2019,5485,24,4678,1223,346,540797
"Forever 21","Wool",2020,4695,24,5395,1281,237,580328
"Urban Outfitters","Recycled_Poly",2022,2479,23,4469,1007,281,515564
"Adidas","Wool",2020,2974,10,7860,1164,321,558829
"Forever 21","Recycled_Poly",2018,5030,19,4394,768,306,584928
"Adidas","Nylon",2020,4865,24,5209,1427,225,503799
"Nike","Linen",2019,2010,25,6992,1493,290,457092
"Nike","Polyester",2019,4768,16,4705,1440,173,464179
"Nike","Synthetic_Blend",2018,3216,15,7165,1146,209,495906
"Zara","Viscose",2020,2539,14,7265,1433,172,564618
"Zara","Polyester",2020,5719,17,4362,839,317,482040
"Zara","Recycled_Poly",2018,3155,11,7616,1412,331,473429
"Zara","Recycled_Poly",2022,2215,25,6913,771,298,519574
"Urban Outfitters","Synthetic_Blend",2020,3092,15,4479,1286,177,597235
"Forever 21","Viscose",2018,3062,11,6747,922,199,504130
"Urban Outfitters","Tencel",2019,2570,23,7928,855,209,532994
"Nike","Polyester",2020,2047,12,4979,1439,202,461651
"Zara","Microfiber",2018,3404,24,7930,1357,278,440140
"Forever 21","Microfiber",2019,2295,22,5634,1172,155,423582
"Nike","Viscose",2022,4101,21,7743,1311,251,524127
"Forever 21","Cotton",2019,3830,15,6826,1172,165,427675
"Zara","Tencel",2021,3421,16,4747,921,226,476490
"Zara","Microfiber",2020,5821,18,5168,1412,288,557922
"Nike","Tencel",2020,4047,20,5295,815,204,582583
"Zara","Viscose",2021,1996,15,7765,1018,282,463278
"Adidas","Microfiber",2021,3489,24,4800,1105,294,586436
"Nike","Linen",2020,4349,22,5724,980,282,532912
"Urban Outfitters","Synthetic_Blend",2018,5018,16,6011,1485,172,454149
"Zara","Microfiber",2019,2665,23,5363,1053,193,570755
"Zara","Tencel",2018,2708,17,5036,781,244,535189
"Adidas","Tencel",2018,4352,15,6879,1088,167,439055
"Urban Outfitters","Tencel",2021,2768,12,5257,1095,157,471968
"Nike","Organic_Cotton",2020,4905,20,7726,964,194,524395
"Forever 21","Cotton",2021,5949,17,7788,1497,209,551027
"Urban Outfitters","Nylon",2020,2023,15,5188,1392,219,585644
"Zara","Wool",2021,3501,21,7267,1243,209,560267
"Nike","Wool",2018,4461,23,4087,1299,199,487800
"Zara","Viscose",2022,2496,22,6797,1069,158,562500
"Adidas","Synthetic_Blend",2022,3863,17,4773,1463,271,541477
"Forever 21","Microfiber",2021,4497,18,4566,786,339,544775
"Nike","Microfiber",2019,5688,19,4690,1212,151,423140
"Zara","Microfiber",2018,5460,15,5109,1013,268,572032
"Nike","Organic_Cotton",2022,3308,16,5282,1390,180,527295
"Urban Outfitters","Nylon",2018,2234,11,5822,713,269,565800
"Zara","Recycled_Poly",2022,4125,19,5836,1114,169,482759
"Zara","Synthetic_Blend",2022,4271,18,4368,1415,223,465542
"Adidas","Organic_Cotton",2020,3026,15,6621,918,273,464297
"Forever 21","Linen",2020,5120,24,6350,1268,181,592895
"Adidas","Polyester",2019,5196,19,5549,980,313,539628
"Urban Outfitters","Nylon",2018,4598,25,6295,833,336,436973
"Forever 21","Linen",2018,4074,11,7818,1438,150,547832
"Forever 21","Nylon",2018,5212,12,4311,1007,252,487579
"Urban Outfitters","Organic_Cotton",2020,3212,18,7576,1201,204,595771
"Forever 21","Tencel",2020,3313,16,6035,1438,321,546576
"Zara","Wool",2019,4590,16,4706,1042,174,461110
"Zara","Wool",2022,2052,14,7092,869,253,546634
"Forever 21","Viscose",2018,5151,21,5687,1445,154,458902
"Forever 21","Microfiber",2020,3465,15,7395,1284,315,514635
"Urban Outfitters","Nylon",2021,4318,21,7104,1384,285,455021
"Zara","Polyester",2018,3347,24,4039,1475,341,575642
"Zara","Linen",2018,3814,24,6130,1495,165,558341
"Forever 21","Microfiber",2021,3641,14,4149,1210,342,429207
"Forever 21","Tencel",2019,4036,25,5111,1308,189,596262
"Urban Outfitters","Linen",2020,5406,22,7825,1400,195,581399
"Urban Outfitters","Organic_Cotton",2018,5689,18,6757,975,237,523538
"Urban Outfitters","Linen",2022,4667,9,7518,741,199,500565
"Nike","Recycled_Poly",2019,2299,14,5791,883,251,580289
"Nike","Linen",2019,3778,9,6505,1432,344,428652
"Urban Outfitters","Synthetic_Blend",2018,4921,16,5372,788,260,554988
"Nike","Recycled_Poly",2019,4026,23,5637,1462,272,516494
"Zara","Recycled_Poly",2020,3439,24,7113,1348,297,575596
"Adidas","Tencel",2020,5078,14,7167,1489,283,480523
"Urban Outfitters","Recycled_Poly",2019,5873,14,4762,1045,342,571972
"Adidas","Nylon",2018,3709,16,6938,1182,346,433947
"Zara","Tencel",2022,4357,13,6682,912,214,428920
"Nike","Recycled_Poly",2018,4811,24,6726,1413,288,478315
"Urban Outfitters","Cotton",2022,5311,25,6168,1071,307,473524
"Adidas","Recycled_Poly",2018,5976,20,7102,1295,322,530259
"Adidas","Nylon",2020,4687,21,4991,1393,263,497321
"Adidas","Viscose",2021,3666,17,6519,1044,302,495767
"Nike","Microfiber",2020,3425,11,5924,759,281,548607
"Adidas","Polyester",2018,3025,11,4064,1378,187,542615
"Forever 21","Cotton",2022,2335,22,6734,1100,151,445175
"Forever 21","Viscose",2019,5642,25,5463,1328,242,585177
"Adidas","Synthetic_Blend",2021,5366,18,5044,1205,204,481291
"Forever 21","Linen",2022,2266,19,4535,1213,296,427862
"Nike","Microfiber",2021,4624,11,6265,895,263,562166
"Nike","Synthetic_Blend",2022,5123,19,4724,814,197,446770
"Forever 21","Polyester",2019,4504,18,5718,1336,224,520076
"Urban Outfitters","Polyester",2020,2280,15,5953,1112,216,535683
"Nike","Linen",2021,2803,11,5745,783,197,466509
"Urban Outfitters","Tencel",2018,2163,10,7226,1009,181,502275
"Urban Outfitters","Polyester",2018,3630,25,5285,1023,341,420084
"Zara","Organic_Cotton",2022,2248,21,7062,1369,173,576693
"Nike","Viscose",2022,2749,15,7741,1110,310,517957
"Zara","Linen",2018,1893,18,6499,851,302,473479
"Adidas","Tencel",2020,1941,24,7761,1418,175,577329
"Zara","Wool",2018,3546,24,7574,1392,168,543518
"Forever 21","Polyester",2021,5072,12,4279,1407,196,528662
"Forever 21","Tencel",2021,2911,10,5757,854,206,450152
"Nike","Wool",2020,5326,25,6871,1319,176,425285
"Nike","Recycled_Poly",2018,2333,13,7090,750,205,530675
"Forever 21","Linen",2018,3902,10,7294,1493,291,481888
"Nike","Viscose",2018,5790,17,4580,1322,220,440492
"Nike","Recycled_Poly",2022,1931,18,6540,1067,266,590535
"Urban Outfitters","Microfiber",2019,4390,15,6762,1479,310,559894
"Zara","Nylon",2021,4140,24,4569,1237,311,525081
"Urban Outfitters","Recycled_Poly",2022,5453,21,4347,823,344,522296
"Forever 21","Tencel",2019,4012,21,7588,1261,302,585498
"Urban Outfitters","Linen",2018,2823,21,5513,1087,190,550452
"Adidas","Nylon",2019,4440,13,5120,883,201,509182
"Adidas","Organic_Cotton",2021,2077,9,6134,1028,340,556965
"Forever 21","Synthetic_Blend",2022,4998,11,5853,884,177,514887
"Zara","Organic_Cotton",2019,1867,20,7719,1449,208,506627
"Nike","Viscose",2022,3683,18,6719,852,212,459170
"Forever 21","Cotton",2020,3412,23,7587,1193,301,562604
"Adidas","Synthetic_Blend",2018,3017,12,7800,817,259,559173
"Adidas","Cotton",2018,3577,24,6550,1279,324,555540
"Zara","Tencel",2018,1926,10,7293,1397,295,520366
"Adidas","Synthetic_Blend",2019,5145,20,5897,1231,347,581625
"Nike","Cotton",2022,3329,25,7941,1183,190,421865
"Forever 21","Recycled_Poly",2022,5856,18,5314,1423,328,551217
"Adidas","Microfiber",2022,4748,15,4420,1080,348,455720
"Nike","Synthetic_Blend",2019,1831,12,4062,1096,170,492709
"Urban Outfitters","Polyester",2018,2006,10,7056,910,312,499310
"Urban Outfitters","Microfiber",2019,2845,24,7698,995,299,431805
"Zara","Synthetic_Blend",2022,3588,21,6275,1174,229,540542
"Urban Outfitters","Organic_Cotton",2021,1902,9,6753,1160,246,456503
"Adidas","Tencel",2019,2784,14,7225,1403,315,561234
"Forever 21","Synthetic_Blend",2021,2894,22,5070,1425,205,576944
"Adidas","Wool",2018,5095,21,6703,1106,158,491608
"Adidas","Linen",2022,2523,24,7101,1424,154,500459
"Nike","Viscose",2020,4760,20,6345,964,192,439202
"Forever 21","Cotton",2021,3416,12,4854,1481,254,470704
"Urban Outfitters","Nylon",2019,4328,11,5988,963,302,439129
"Adidas","Cotton",2022,1906,24,7479,1115,179,515242
"Nike","Tencel",2018,4321,18,4751,1467,200,528186
"Nike","Linen",2022,3080,11,5071,1299,304,423346
"Adidas","Polyester",2022,5030,12,4184,885,344,470769
"Urban Outfitters","Polyester",2018,2747,19,5262,1394,308,445133
"Adidas","Organic_Cotton",2022,4900,24,7530,1305,225,475715
"Adidas","Linen",2021,5836,22,7625,1483,239,575851
"Urban Outfitters","Synthetic_Blend",2020,5440,21,5577,1333,216,572926
"Nike","Linen",2018,4657,20,7448,1343,338,482551
"Nike","Linen",2020,4419,10,6936,1353,183,486371
"Zara","Organic_Cotton",2019,5426,24,4694,1314,315,421457
"Forever 21","Synthetic_Blend",2022,5063,19,7598,932,314,583510
"Nike","Organic_Cotton",2018,3741,23,7296,1057,221,565218
"Zara","Linen",2022,1859,20,4940,1244,205,472093
"Forever 21","Organic_Cotton",2021,3344,14,6955,1321,180,484926
"Urban Outfitters","Cotton",2021,3512,10,7963,981,172,512208
"Zara","Recycled_Poly",2021,4757,25,4943,1245,265,585580
"Forever 21","Microfiber",2019,3455,18,7786,1104,269,493697
"Urban Outfitters","Synthetic_Blend",2021,5337,10,5014,923,184,547321
"Zara","Viscose",2020,2371,10,7592,790,155,466934
"Urban Outfitters","Synthetic_Blend",2022,3949,23,5948,1279,312,543032
"Adidas","Tencel",2019,3733,9,5749,789,217,485958
"Zara","Microfiber",2022,5653,19,5772,1474,270,435849
"Nike","Viscose",2022,4237,12,6866,1454,203,485132
"Urban Outfitters","Microfiber",2022,5452,9,5369,1410,279,423069
"Urban Outfitters","Viscose",2018,2167,21,7461,1356,243,451222
"Zara","Microfiber",2020,2134,24,4146,1165,285,473735
"Forever 21","Wool",2020,5415,25,6993,975,281,471453
"Forever 21","Polyester",2022,1881,15,4482,1162,291,552657
"Adidas","Wool",2021,3899,16,7028,784,259,549092
"Forever 21","Tencel",2022,4384,15,4098,904,197,584001
"Urban Outfitters","Viscose",2022,2243,12,7044,1070,190,474191
"Urban Outfitters","Viscose",2022,2761,20,5127,761,196,598944
"Adidas","Polyester",2020,2819,10,6320,943,164,510856
"Urban Outfitters","Viscose",2021,3475,25,7855,1466,188,491013
"Nike","Wool",2020,3739,25,7399,807,245,442189
"Nike","Wool",2021,5230,25,7208,1238,319,440779
"Urban Outfitters","Viscose",2020,4284,17,7038,1213,266,521628
"Zara","Wool",2020,1922,18,6099,1267,222,573407
"Zara","Organic_Cotton",2018,5981,13,6680,961,223,526750
"Urban Outfitters","Synthetic_Blend",2018,5374,22,4543,902,323,567754
"Nike","Microfiber",2021,2761,13,5351,1072,300,477933
"Nike","Polyester",2019,5489,22,5829,969,309,425458
"Urban Outfitters","Synthetic_Blend",2018,3068,13,6010,851,323,546530
"Urban Outfitters","Organic_Cotton",2019,2314,18,7346,1076,178,584525
"Adidas","Synthetic_Blend",2018,5866,10,4228,1047,222,515561
"Nike","Tencel",2019,4173,20,5456,1337,236,515297
"Urban Outfitters","Recycled_Poly",2018,5273,15,4833,1081,318,546787
"Forever 21","Wool",2019,2361,22,4147,1236,297,555699
"Adidas","Viscose",2018,2560,12,5513,909,194,431458
"Zara","Wool",2019,5466,25,4694,1370,166,566695
"Forever 21","Viscose",2019,4234,18,7901,1160,283,446041
"Urban Outfitters","Linen",2021,5111,16,7062,979,184,422071
"Urban Outfitters","Linen",2020,4033,14,5274,1097,284,536880
"Zara","Synthetic_Blend",2020,4945,15,7248,1282,307,507807
"Adidas","Nylon",2020,4505,22,5652,1018,317,457794
"Adidas","Viscose",2020,1883,13,6566,1087,299,422912
"Adidas","Synthetic_Blend",2021,5819,13,4760,753,207,542607
"Nike","Wool",2021,5071,20,7381,1171,278,521023
"Forever 21","Wool",2018,2243,20,5381,768,338,454541
"Nike","Microfiber",2020,3380,17,7275,959,195,431091
"Zara","Viscose",2022,4647,9,7295,1048,254,518059
"Nike","Linen",2020,5129,20,6531,1312,155,507491
"Zara","Wool",2021,5725,20,4505,926,160,532225
"Zara","Polyester",2022,3054,13,4445,1111,290,574055
"Urban Outfitters","Synthetic_Blend",2020,3447,23,4451,989,264,482706
"Adidas","Polyester",2020,3813,11,6496,829,263,493925
"Adidas","Nylon",2019,5189,22,5684,1059,251,431333
"Zara","Nylon",2019,2481,25,4374,1092,266,576979
"Zara","Wool",2020,4033,25,5154,1451,299,503800
"Nike","Microfiber",2022,4538,19,7027,813,296,426435
"Adidas","Polyester",2020,2363,11,5322,1427,228,562704
"Urban Outfitters","Organic_Cotton",2019,3637,22,4831,1482,210,421707
"Nike","Linen",2020,4279,15,5906,1417,163,420759
"Forever 21","Tencel",2020,2779,21,7158,969,209,538184
"Zara","Nylon",2019,4593,14,6260,1396,207,475618
"Forever 21","Linen",2018,5478,20,5559,1241,177,539016
"Adidas","Viscose",2019,2050,11,4234,1402,238,515180
"Nike","Polyester",2021,4670,18,7801,1063,188,507568
"Zara","Viscose",2020,5010,14,7560,712,270,561029
"Urban Outfitters","Polyester",2019,4937,11,4496,1274,261,554357
"Zara","Viscose",2020,1828,11,6677,1178,162,432842
"Forever 21","Linen",2021,5821,24,7214,750,171,492752
"Nike","Microfiber",2022,5086,18,5777,728,275,537859
"Forever 21","Recycled_Poly",2020,2167,10,6031,1065,177,531258
"Urban Outfitters","Synthetic_Blend",2022,5208,24,4774,1071,288,451627
"Forever 21","Recycled_Poly",2018,5814,24,5073,1221,265,493964
"Nike","Wool",2022,4314,15,6199,940,245,521352
"Zara","Viscose",2019,2304,21,7653,960,259,587880
"Urban Outfitters","Viscose",2022,3349,15,5513,944,323,429849
"Urban Outfitters","Synthetic_Blend",2021,5930,12,4465,890,292,461325
"Urban Outfitters","Viscose",2022,3413,18,7055,1077,181,538504
"Adidas","Viscose",2019,2844,13,6371,926,171,535473
"Nike","Wool",2021,4859,10,5295,1033,273,593058
"Nike","Cotton",2020,4415,15,5432,953,278,440051
"Zara","Organic_Cotton",2021,4681,10,7510,1301,186,540436
"Adidas","Viscose",2018,5133,21,7645,1171,151,556538
"Forever 21","Organic_Cotton",2020,1935,21,6345,1477,219,479724
"Forever 21","Wool",2022,5205,12,4877,859,345,584536
"Zara","Nylon",2018,4461,24,4153,893,226,540076
"Adidas","Synthetic_Blend",2020,4448,18,5704,866,150,466627
"Adidas","Wool",2020,3676,17,5576,1092,165,583636
"Nike","Synthetic_Blend",2021,2206,10,5708,751,213,569600
"Nike","Microfiber",2020,2503,25,6997,1043,219,451941
"Adidas","Polyester",2022,5945,18,6874,1014,261,582075
"Zara","Tencel",2019,5595,14,7848,1314,181,484826
"Zara","Recycled_Poly",2019,3862,21,4713,1102,272,441410
"Adidas","Tencel",2021,5412,10,7332,1158,271,520890
"Urban Outfitters","Synthetic_Blend",2018,5889,24,7535,837,169,430411
"Urban Outfitters","Recycled_Poly",2020,5584,13,5411,983,196,533314
"Forever 21","Viscose",2022,4808,16,4289,782,335,531773
"Zara","Organic_Cotton",2018,5644,9,6030,1190,245,421606
"Forever 21","Tencel",2020,4114,21,4810,1054,266,519060
"Forever 21","Organic_Cotton",2018,3907,17,7030,1067,221,464909
"Nike","Nylon",2018,2012,22,6039,1016,237,448116
"Zara","Synthetic_Blend",2018,5824,16,6034,845,186,482195
"Forever 21","Viscose",2022,3684,20,7868,1014,322,536161
"Adidas","Nylon",2018,5927,21,4663,946,163,533242
"Zara","Cotton",2021,4239,20,6929,794,323,429813
"Zara","Recycled_Poly",2018,5902,13,5247,777,330,486277
"Zara","Microfiber",2022,5655,23,6627,1347,199,468160
"Urban Outfitters","Nylon",2022,5869,23,6011,1133,271,534807
"Adidas","Viscose",2022,2488,16,6517,1167,314,586687
"Zara","Viscose",2020,4413,19,7028,1213,254,553642
"Zara","Tencel",2020,3753,21,6950,843,158,514816
"Nike","Synthetic_Blend",2022,3366,16,6390,887,264,441273
"Nike","Organic_Cotton",2019,4418,17,5156,1477,159,538010
"Forever 21","Viscose",2021,5535,23,6861,1215,284,561045
"Forever 21","Recycled_Poly",2019,2667,10,7032,739,266,456657
"Zara","Synthetic_Blend",2018,4342,24,7112,769,181,465557
"Nike","Microfiber",2018,5433,20,6738,1203,287,424095
"Urban Outfitters","Polyester",2020,5194,24,4336,817,154,450794
"Zara","Synthetic_Blend",2020,3636,9,5898,950,184,500729
"Urban Outfitters","Wool",2021,5755,17,6460,1395,165,476043
"Zara","Synthetic_Blend",2019,2628,23,5811,1339,302,551127
"Forever 21","Viscose",2019,3939,21,7446,1287,191,494351
"Zara","Tencel",2021,4162,16,4556,953,171,489281
"Nike","Microfiber",2020,2593,25,7224,827,192,541560
"Nike","Viscose",2018,5688,10,4088,951,219,483447
"Zara","Viscose",2018,2926,9,5553,711,275,446859
"Forever 21","Viscose",2020,2057,14,7272,896,184,471079
"Nike","Tencel",2020,3684,20,6093,757,327,474068
"Nike","Wool",2019,5961,25,4123,1044,157,549980
"Nike","Polyester",2021,5965,11,6399,1402,311,538243
"Nike","Viscose",2019,2077,18,5749,989,163,432794
"Urban Outfitters","Polyester",2021,5986,13,5598,1004,289,533872
"Adidas","Wool",2021,4783,20,7286,912,277,541277
"Forever 21","Cotton",2022,4680,18,6675,1088,155,572780
"Zara","Recycled_Poly",2018,1981,17,4099,1179,190,514492
"Forever 21","Viscose",2019,2957,17,5919,731,262,567761
"Forever 21","Synthetic_Blend",2020,3066,23,6280,1286,241,460709
"Urban Outfitters","Nylon",2021,5147,17,6910,731,346,594670
"Nike","Polyester",2020,4990,19,6718,1075,175,441173
"Adidas","Tencel",2021,3695,25,4325,825,154,511806
"Nike","Viscose",2020,3190,25,6941,838,263,530100
"Adidas","Cotton",2021,3385,13,6930,1151,283,476609
"Zara","Tencel",2022,3393,11,6277,1164,206,427948
"Zara","Microfiber",2018,4118,11,5904,1044,153,464380
"Zara","Microfiber",2021,5479,17,7967,734,263,565729
"Forever 21","Linen",2022,4397,15,5861,1184,163,439000
"Forever 21","Tencel",2019,3919,16,7835,1149,289,423824
"Urban Outfitters","Viscose",2019,2211,16,6737,1442,190,543108
"Nike","Linen",2022,3543,22,6676,1320,161,473880
"Zara","Cotton",2020,2399,16,7366,1352,253,508703
"Adidas","Recycled_Poly",2022,4447,22,6999,1248,218,581620
"Urban Outfitters","Polyester",2018,4075,11,6988,1376,274,500968
"Urban Outfitters","Nylon",2022,3022,18,7114,1252,335,550933
"Zara","Synthetic_Blend",2018,5921,25,5925,877,257,474326
"Nike","Wool",2022,3209,11,6592,864,184,473727
"Urban Outfitters","Nylon",2019,2935,9,5185,1435,219,554075
"Nike","Recycled_Poly",2018,5897,19,7481,1356,185,573646
"Urban Outfitters","Synthetic_Blend",2020,4426,14,4289,1202,243,436258
"Nike","Viscose",2022,5855,25,4550,1307,292,551407
"Zara","Microfiber",2018,4763,10,5696,1321,193,575952
"Forever 21","Linen",2019,5337,17,4142,763,247,545554
"Adidas","Synthetic_Blend",2021,5337,15,6392,738,212,462526
"Zara","Synthetic_Blend",2019,2255,15,4364,1257,328,469785
"Forever 21","Cotton",2019,1962,11,4444,814,280,488903
"Nike","Linen",2022,3529,19,4298,1163,296,563184
"Urban Outfitters","Microfiber",2022,5339,16,6691,908,288,570776
"Nike","Tencel",2021,3850,11,5900,1369,286,456927
"Zara","Microfiber",2019,3960,22,7826,1317,228,586152
"Adidas","Microfiber",2022,4764,12,5987,1304,267,470132
